nome_padronizado,nome_2023,nome_2024,nome_2025,
ferramenta_etl_da_databricks,"('P7_b_20 ', 'Databricks')",7.b.20_Databricks,7.b.20_Databricks,
ferramenta_etl_da_sem_uso,"('P7_b_21 ', 'Não utilizo ferramentas de ETL')",7.b.21_Não utilizo ferramentas de ETL,7.b.21_Não utilizo ferramentas de ETL,
ferramenta_negocios,"('P7_c ', 'Sua empresa utiliza alguma das ferramentas listadas para dar mais autonomia em análise de dados para as áreas de negócio?')",7.c_ferramentas_autonomia_area_de_negocios,7.c_ferramentas_autonomia_area_de_negocios,
ferramenta_negocios_automl,"('P7_c_1 ', 'Ferramentas de AutoML como H2O.ai, Data Robot, BigML etc.')","7.c.1_Ferramentas de AutoML como H2O.ai, Data Robot, BigML etc.","7.c.1_Ferramentas de AutoML como H2O.ai, Data Robot, BigML etc.",
ferramenta_negocios_point_click,"('P7_c_2 ', '""""Point and Click"""" Analytics como Alteryx, Knime, Rapidminer etc.')","7.c.2_""Point and Click"" Analytics como Alteryx, Knime, Rapidminer etc.","7.c.2_""Point and Click"" Analytics como Alteryx, Knime, Rapidminer etc.",
ferramenta_negocios_product_metrics,"('P7_c_3 ', 'Product metricts & Insights como Mixpanel, Amplitude, Adobe Analytics.')","7.c.3_Product metricts & Insights como Mixpanel, Amplitude, Adobe Analytics.","7.c.3_Product metricts & Insights como Mixpanel, Amplitude, Adobe Analytics.",
ferramenta_negocios_crm,"('P7_c_4 ', 'Ferramentas de análise dentro de ferramentas de CRM como Salesforce Einstein Anaytics ou Zendesk dashboards.')",7.c.4_Ferramentas de análise dentro de ferramentas de CRM como Salesforce Einstein Anaytics ou Zendesk dashboards.,7.c.4_Ferramentas de análise dentro de ferramentas de CRM como Salesforce Einstein Anaytics ou Zendesk dashboards.,
ferramenta_negocios_sem_uso,"('P7_c_5 ', 'Minha empresa não utiliza essas ferramentas.')",7.c.5_Minha empresa não utiliza essas ferramentas.,7.c.5_Minha empresa não utiliza essas ferramentas.,
ferramenta_negocios_sem_opiniao,"('P7_c_6 ', 'Não sei informar.')",7.c.6_Não sei informar.,7.c.6_Não sei informar.,
tempo_gasto_da,"('P7_d ', 'Em qual das opções abaixo você gasta a maior parte do seu tempo de trabalho?')",7.d_maior_tempo_gasto_como_da,7.d_maior_tempo_gasto_como_da,
tempo_gasto_da_analise,"('P7_d_1 ', 'Processando e analisando dados utilizando linguagens de programação como Python, R etc.')","7.d.1_Processando e analisando dados utilizando linguagens de programação como Python, R etc.","7.d.1_Processando e analisando dados utilizando linguagens de programação como Python, R etc.",
tempo_gasto_da_dashboard,"('P7_d_2 ', 'Realizando construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik etc.')","7.d.2_Realizando construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik etc.","7.d.2_Realizando construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik etc.",
tempo_gasto_da_consultas,"('P7_d_3 ', 'Criando consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.')",7.d.3_Criando consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.,7.d.3_Criando consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.,
tempo_gasto_da_extracao,"('P7_d_4 ', 'Utilizando API's para extrair dados e complementar minhas análises.')",7.d.4_Utilizando API's para extrair dados e complementar minhas análises.,7.d.4_Utilizando API's para extrair dados e complementar minhas análises.,
tempo_gasto_da_experimentos,"('P7_d_5 ', 'Realizando experimentos e estudos utilizando metodologias estatísticas como teste de hipótese, modelos de regressão etc.')","7.d.5_Realizando experimentos e estudos utilizando metodologias estatísticas como teste de hipótese, modelos de regressão etc.","7.d.5_Realizando experimentos e estudos utilizando metodologias estatísticas como teste de hipótese, modelos de regressão etc.",
tempo_gasto_da_manutencao,"('P7_d_6 ', 'Desenvolvendo/cuidando da manutenção de ETL's utilizando tecnologias como Talend, Pentaho, Airflow, Dataflow etc.')","7.d.6_Desenvolvendo/cuidando da manutenção de ETL's utilizando tecnologias como Talend, Pentaho, Airflow, Dataflow etc.","7.d.6_Desenvolvendo/cuidando da manutenção de ETL's utilizando tecnologias como Talend, Pentaho, Airflow, Dataflow etc.",
tempo_gasto_da_modelagem,"('P7_d_7 ', 'Atuando na modelagem dos dados, com o objetivo de criar conjuntos de dados, Data Warehouses, Data Marts etc.')","7.d.7_Atuando na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts, Datasets etc.","7.d.7_Atuando na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts, Datasets etc.",
tempo_gasto_da_planilhas,"('P7_d_8 ', 'Desenvolvendo/cuidando da manutenção de planilhas do Excel ou Google Sheets para atender as áreas de negócio.')",7.d.8_Desenvolvendo/cuidando da manutenção de planilhas para atender as áreas de negócio.,7.d.8_Desenvolvendo/cuidando da manutenção de planilhas para atender as áreas de negócio.,
tempo_gasto_da_estatistica,"('P7_d_9 ', 'Utilizando ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises.')","7.d.9_Utilizando ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises de dados.","7.d.9_Utilizando ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises de dados.",
tempo_gasto_da_nenhuma_listada,"('P7_d_10 ', 'Nenhuma das opções listadas refletem meu dia a dia.')",7.d.10_Nenhuma das opções listadas refletem meu dia a dia.,7.d.10_Nenhuma das opções listadas refletem meu dia a dia.,
rotina_ds,"('P8_a ', 'Quais das opções abaixo fazem parte da sua rotina no trabalho atual com ciência de dados?')",8.a_rotina_como_ds,8.a_rotina_como_ds,
rotina_ds_estudos,"('P8_a_1 ', 'Estudos Ad-hoc com o objetivo de confirmar hipóteses, realizar modelos preditivos, forecasts, análise de cluster para resolver problemas pontuais e responder perguntas das áreas de negócio.')","8.a.1_Estudos Ad-hoc com o objetivo de confirmar hipóteses, realizar modelos preditivos, forecasts, análise de cluster para resolver problemas pontuais e responder perguntas das áreas de negócio.","8.a.1_Estudos Ad-hoc com o objetivo de confirmar hipóteses, realizar modelos preditivos, forecasts, análise de cluster para resolver problemas pontuais e responder perguntas das áreas de negócio.",
rotina_ds_coleta,"('P8_a_2 ', 'Sou responsável pela coleta e limpeza dos dados que uso para análise e modelagem.')",8.a.2_Sou responsável pela coleta e limpeza dos dados que uso para análise e modelagem.,8.a.2_Sou responsável pela coleta e limpeza dos dados que uso para análise e modelagem.,
rotina_ds_contatos,"('P8_a_3 ', 'Sou responsável por entrar em contato com os times de negócio para definição do problema, identificar a solução e apresentação de resultados.')","8.a.3_Sou responsável por entrar em contato com os times de negócio para definição do problema, identificar a solução e apresentação de resultados.","8.a.3_Sou responsável por entrar em contato com os times de negócio para definição do problema, identificar a solução e apresentação de resultados.",
rotina_ds_modelagem,"('P8_a_4 ', 'Desenvolvo modelos de Machine Learning com o objetivo de colocar em produção em sistemas (produtos de dados).')",8.a.4_Desenvolvo modelos de Machine Learning com o objetivo de colocar em produção em sistemas (produtos de dados).,8.a.4_Desenvolvo modelos de Machine Learning com o objetivo de colocar em produção em sistemas (produtos de dados).,
rotina_ds_produtizacao,"('P8_a_5 ', 'Sou responsável por colocar modelos em produção, criar os pipelines de dados, APIs de consumo e monitoramento.')","8.a.5_Sou responsável por colocar modelos em produção, criar os pipelines de dados, APIs de consumo e monitoramento.","8.a.5_Sou responsável por colocar modelos em produção, criar os pipelines de dados, APIs de consumo e monitoramento.",
rotina_ds_manutencao,"('P8_a_6 ', 'Cuido da manutenção de modelos de Machine Learning já em produção, atuando no monitoramento, ajustes e refatoração quando necessário.')","8.a.6_Cuido da manutenção de modelos de Machine Learning já em produção, atuando no monitoramento, ajustes e refatoração quando necessário.","8.a.6_Cuido da manutenção de modelos de Machine Learning já em produção, atuando no monitoramento, ajustes e refatoração quando necessário.",
rotina_ds_dashboard,"('P8_a_7 ', 'Realizo construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik, etc')","8.a.7_Realizo construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik, etc","8.a.7_Realizo construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik, etc",
rotina_ds_estatistica,"('P8_a_8 ', 'Utilizo ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises estatísticas e ajustar modelos.')","8.a.8_Utilizo ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises.","8.a.8_Utilizo ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises.",
rotina_ds_pipeline,"('P8_a_9 ', 'Crio e dou manutenção em ETLs, DAGs e automações de pipelines de dados.')","8.a.9_Crio e dou manutenção em ETLs, DAGs e automações de pipelines de dados.","8.a.9_Crio e dou manutenção em ETLs, DAGs e automações de pipelines de dados.",
rotina_ds_gerenciamento,"('P8_a_10 ', 'Crio e gerencio soluções de Feature Store e cultura de MLOps.')",8.a.10_Crio e gerencio soluções de Feature Store e cultura de MLOps.,8.a.10_Crio e gerencio soluções de Feature Store e cultura de MLOps.,
rotina_ds_infraestrutura,"('P8_a_11 ', 'Sou responsável por criar e manter a infra que meus modelos e soluções rodam (clusters, servidores, API, containers, etc.)')","8.a.11_Sou responsável por criar e manter a infra que meus modelos e soluções rodam (clusters, servidores, API, containers, etc.)","8.a.11_Sou responsável por criar e manter a infra que meus modelos e soluções rodam (clusters, servidores, API, containers, etc.)",
rotina_ds_llm,"('P8_a_12 ', 'Treino e aplico LLM's para solucionar problemas de negócio.')",8.a.12_Treino e aplico LLM's para solucionar problemas de negócio.,8.a.12_Treino e aplico LLM's para solucionar problemas de negócio.,
tecnicas_ds,"('P8_b ', 'Quais as técnicas e métodos listados abaixo você costuma utilizar no trabalho?')",8.b_tecnicas_e_metodos_ds,8.b_tecnicas_e_metodos_ds,
tecnicas_ds_regressao,"('P8_b_1 ', 'Utilizo modelos de regressão (linear, logística, GLM)')","8.b.1_Utilizo modelos de regressão (linear, logística, GLM).","8.b.1_Utilizo modelos de regressão (linear, logística, GLM).",
tecnicas_ds_redes_neurais,"('P8_b_2 ', 'Utilizo redes neurais ou modelos baseados em árvore para criar modelos de classificação')",8.b.2_Utilizo redes neurais ou modelos baseados em árvore para criar modelos de classificação.,8.b.2_Utilizo redes neurais ou modelos baseados em árvore para criar modelos de classificação.,
tecnicas_ds_recomendacao,"('P8_b_3 ', 'Desenvolvo sistemas de recomendação (RecSys)')",8.b.3_Desenvolvo sistemas de recomendação (RecSys).,8.b.3_Desenvolvo sistemas de recomendação (RecSys).,
tecnicas_ds_bayesianos,"('P8_b_4 ', 'Utilizo métodos estatísticos Bayesianos para analisar dados')",8.b.4_Utilizo métodos estatísticos Bayesianos para analisar dados.,8.b.4_Utilizo métodos estatísticos Bayesianos para analisar dados.,
tecnicas_ds_nlp,"('P8_b_5 ', 'Utilizo técnicas de NLP (Natural Language Processing) para análisar dados não-estruturados')",8.b.5_Utilizo técnicas de NLP (Natural Language Processing) para análisar dados não-estruturados.,8.b.5_Utilizo técnicas de NLP (Natural Language Processing) para análisar dados não-estruturados.,
tecnicas_ds_estatistica,"('P8_b_6 ', 'Utilizo métodos estatísticos clássicos (Testes de hipótese, análise multivariada, sobrevivência, dados longitudinais, inferência estatistica) para analisar dados')","8.b.6_Utilizo métodos estatísticos clássicos (Testes de hipótese, análise multivariada, sobrevivência, dados longitudinais, inferência estatistica) para analisar dados.","8.b.6_Utilizo métodos estatísticos clássicos (Testes de hipótese, análise multivariada, sobrevivência, dados longitudinais, inferência estatistica) para analisar dados.",
tecnicas_ds_markov,"('P8_b_7 ', 'Utilizo cadeias de Markov ou HMM's para realizar análises de dados')",8.b.7_Utilizo cadeias de Markov ou HMM\s para realizar análises de dados.,8.b.7_Utilizo cadeias de Markov ou HMM\s para realizar análises de dados.,
tecnicas_ds_clusterizacao,"('P8_b_8 ', 'Desenvolvo técnicas de Clusterização (K-means, Spectral, DBScan etc)')","8.b.8_Desenvolvo técnicas de Clusterização (K-means, Spectral, DBScan etc).","8.b.8_Desenvolvo técnicas de Clusterização (K-means, Spectral, DBScan etc).",
tecnicas_ds_series_temporais,"('P8_b_9 ', 'Realizo previsões através de modelos de Séries Temporais (Time Series)')",8.b.9_Realizo previsões através de modelos de Séries Temporais (Time Series).,8.b.9_Realizo previsões através de modelos de Séries Temporais (Time Series).,
tecnicas_ds_reforco,"('P8_b_10 ', 'Utilizo modelos de Reinforcement Learning (aprendizado por reforço)')",8.b.10_Utilizo modelos de Reinforcement Learning (aprendizado por reforço).,8.b.10_Utilizo modelos de Reinforcement Learning (aprendizado por reforço).,
tecnicas_ds_ml,"('P8_b_11 ', 'Utilizo modelos de Machine Learning para detecção de fraude')",8.b.11_Utilizo modelos de Machine Learning para detecção de fraude.,8.b.11_Utilizo modelos de Machine Learning para detecção de fraude.,
tecnicas_ds_visao_computacional,"('P8_b_12 ', 'Utilizo métodos de Visão Computacional')",8.b.12_Utilizo métodos de Visão Computacional.,8.b.12_Utilizo métodos de Visão Computacional.,
tecnicas_ds_churn,"('P8_b_13 ', 'Utilizo modelos de Detecção de Churn')",8.b.13_Utilizo modelos de Detecção de Churn.,8.b.13_Utilizo modelos de Detecção de Churn.,
tecnicas_ds_llm,"('P8_b_14 ', 'Utilizo LLM's para solucionar problemas de negócio')",8.b.14_Utilizo LLM's para solucionar problemas de negócio.,8.b.14_Utilizo LLM's para solucionar problemas de negócio.,
ferramenta_ds,"('P8_3 ', 'Quais dessas tecnologias fazem parte do seu dia a dia como cientista de dados?')",8.c_tecnologias_ds,8.c_tecnologias_ds,
ferramenta_ds_bi,"('P8_c_1 ', 'Ferramentas de BI (PowerBI, Looker, Tableau, Qlik etc)')","8.c.1_Ferramentas de BI (PowerBI, Looker, Tableau, Qlik etc).","8.c.1_Ferramentas de BI (PowerBI, Looker, Tableau, Qlik etc).",
ferramenta_ds_planilhas,"('P8_c_2 ', 'Planilhas (Excel, Google Sheets etc)')","8.c.2_Planilhas (Excel, Google Sheets etc).","8.c.2_Planilhas (Excel, Google Sheets etc).",
ferramenta_ds_local,"('P8_c_3 ', 'Ambientes de desenvolvimento local (R-studio, JupyterLab, Anaconda)')","8.c.3_Ambientes de desenvolvimento local (R-studio, JupyterLab, Anaconda).","8.c.3_Ambientes de desenvolvimento local (R-studio, JupyterLab, Anaconda).",
ferramenta_ds_nuvem,"('P8_c_4 ', 'Ambientes de desenvolvimento na nuvem (Google Colab, AWS Sagemaker, Kaggle Notebooks etc)')","8.c.4_Ambientes de desenvolvimento na nuvem (Google Colab, AWS Sagemaker, Kaggle Notebooks etc).","8.c.4_Ambientes de desenvolvimento na nuvem (Google Colab, AWS Sagemaker, Kaggle Notebooks etc).",
ferramenta_ds_automl,"('P8_c_5 ', 'Ferramentas de AutoML (Datarobot, H2O, Auto-Keras etc)')","8.c.5_Ferramentas de AutoML (Datarobot, H2O, Auto-Keras etc).","8.c.5_Ferramentas de AutoML (Datarobot, H2O, Auto-Keras etc).",
ferramenta_ds_etl,"('P8_c_6 ', 'Ferramentas de ETL (Apache Airflow, NiFi, Stitch, Fivetran, Pentaho etc)')","8.c.6_Ferramentas de ETL (Apache Airflow, NiFi, Stitch, Fivetran, Pentaho etc).","8.c.6_Ferramentas de ETL (Apache Airflow, NiFi, Stitch, Fivetran, Pentaho etc).",
ferramenta_ds_ml,"('P8_c_7 ', 'Plataformas de Machine Learning (TensorFlow, Azure Machine Learning, Kubeflow etc)')","8.c.7_Plataformas de Machine Learning (TensorFlow, Azure Machine Learning, Kubeflow etc).","8.c.7_Plataformas de Machine Learning (TensorFlow, Azure Machine Learning, Kubeflow etc).",
ferramenta_ds_feature_store,"('P8_c_8 ', 'Feature Store (Feast, Hopsworks, AWS Feature Store, Databricks Feature Store etc)')","8.c.8_Feature Store (Feast, Hopsworks, AWS Feature Store, Databricks Feature Store etc).","8.c.8_Feature Store (Feast, Hopsworks, AWS Feature Store, Databricks Feature Store etc).",
ferramenta_ds_controle_versao,"('P8_c_9 ', 'Sistemas de controle de versão (Github, DVC, Neptune, Gitlab etc)')","8.c.9_Sistemas de controle de versão (Github, DVC, Neptune, Gitlab etc).","8.c.9_Sistemas de controle de versão (Github, DVC, Neptune, Gitlab etc).",
ferramenta_ds_data_apps,"('P8_c_10 ', 'Plataformas de Data Apps (Streamlit, Shiny, Plotly Dash etc)')","8.c.10_Plataformas de Data Apps (Streamlit, Shiny, Plotly Dash etc).","8.c.10_Plataformas de Data Apps (Streamlit, Shiny, Plotly Dash etc).",
ferramenta_ds_estatistica,"('P8_c_11 ', 'Ferramentas de estatística avançada como SPSS, SAS, etc.')","8.c.11_Ferramentas de estatística avançada como SPSS, SAS, etc.","8.c.11_Ferramentas de estatística avançada como SPSS, SAS, etc.",
tempo_gasto_ds,"('P8_d ', 'Em qual das opções abaixo você gasta a maior parte do seu tempo no trabalho?')",8.d_maior_tempo_gasto_como_ds,8.d_maior_tempo_gasto_como_ds,
tempo_gasto_ds_estudos,"('P8_d_1 ', 'Estudos Ad-hoc com o objetivo de confirmar hipóteses, realizar modelos preditivos, forecasts, análise de cluster para resolver problemas pontuais e responder perguntas das áreas de negócio.')","8.d.1_Estudos Ad-hoc com o objetivo de confirmar hipóteses, realizar modelos preditivos, forecasts, análise de cluster para resolver problemas pontuais e responder perguntas das áreas de negócio.","8.d.1_Estudos Ad-hoc com o objetivo de confirmar hipóteses, realizar modelos preditivos, forecasts, análise de cluster para resolver problemas pontuais e responder perguntas das áreas de negócio.",
tempo_gasto_ds_coleta,"('P8_d_2 ', 'Coletando e limpando os dados que uso para análise e modelagem.')",8.d.2_Coletando e limpando dos dados que uso para análise e modelagem.,8.d.2_Coletando e limpando dos dados que uso para análise e modelagem.,
tempo_gasto_ds_contatos,"('P8_d_3 ', 'Entrando em contato com os times de negócio para definição do problema, identificar a solução e apresentação de resultados.')","8.d.3_Entrando em contato com os times de negócio para definição do problema, identificar a solução e apresentação de resultados.","8.d.3_Entrando em contato com os times de negócio para definição do problema, identificar a solução e apresentação de resultados.",
tempo_gasto_ds_modelagem,"('P8_d_4 ', 'Desenvolvendo modelos de Machine Learning com o objetivo de colocar em produção em sistemas (produtos de dados).')",8.d.4_Desenvolvendo modelos de Machine Learning com o objetivo de colocar em produção em sistemas (produtos de dados).,8.d.4_Desenvolvendo modelos de Machine Learning com o objetivo de colocar em produção em sistemas (produtos de dados).,
tempo_gasto_ds_produtizacao,"('P8_d_5 ', 'Colocando modelos em produção, criando os pipelines de dados, APIs de consumo e monitoramento.')","8.d.5_Colocando modelos em produção, criando os pipelines de dados, APIs de consumo e monitoramento.","8.d.5_Colocando modelos em produção, criando os pipelines de dados, APIs de consumo e monitoramento.",
tempo_gasto_ds_manutencao,"('P8_d_6 ', 'Cuidando da manutenção de modelos de Machine Learning já em produção, atuando no monitoramento, ajustes e refatoração quando necessário.')","8.d.6_Cuidando da manutenção de modelos de Machine Learning já em produção, atuando no monitoramento, ajustes e refatoração quando necessário.","8.d.6_Cuidando da manutenção de modelos de Machine Learning já em produção, atuando no monitoramento, ajustes e refatoração quando necessário.",
tempo_gasto_ds_dashboard,"('P8_d_7 ', 'Realizando construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik, etc.')","8.d.7_Realizando construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik, etc.","8.d.7_Realizando construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik, etc.",
tempo_gasto_ds_estatistica,"('P8_d_8 ', 'Utilizando ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises.')","8.d.8_Utilizando ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises.","8.d.8_Utilizando ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises.",
tempo_gasto_ds_pipeline,"('P8_d_9 ', 'Criando e dando manutenção em ETLs, DAGs e automações de pipelines de dados.')","8.d.9_Criando e dando manutenção em ETLs, DAGs e automações de pipelines de dados.","8.d.9_Criando e dando manutenção em ETLs, DAGs e automações de pipelines de dados.",
tempo_gasto_ds_gerenciamento,"('P8_d_10 ', 'Criando e gerenciando soluções de Feature Store e cultura de MLOps.')",8.d.10_Criando e gerenciando soluções de Feature Store e cultura de MLOps.,8.d.10_Criando e gerenciando soluções de Feature Store e cultura de MLOps.,
tempo_gasto_ds_infraestrutura,"('P8_d_11 ', 'Criando e mantendo a infra que meus modelos e soluções rodam (clusters, servidores, API, containers, etc.)')","8.d.11_Criando e mantendo a infra que meus modelos e soluções rodam (clusters, servidores, API, containers, etc.)","8.d.11_Criando e mantendo a infra que meus modelos e soluções rodam (clusters, servidores, API, containers, etc.)",
tempo_gasto_ds_llm,"('P8_d_12 ', 'Treinando e aplicando LLM's para solucionar problemas de negócio.')",8.d.12_Treinando e aplicando LLM's para solucionar problemas de negócio.,8.d.12_Treinando e aplicando LLM's para solucionar problemas de negócio.,
